#       energy         x-proj    sigmax 
#          MeV             um        um 
4.8977882      205.22134    4.8569 
5.0118723      213.35916    5.0373 
5.1286138       221.8277    5.2248 
5.2480746      230.64063    5.4195 
5.370318      239.81218    5.6218 
5.4954087      249.35718     5.832 
5.6234133      259.29106    6.0503 
5.7543994      269.62993    6.2773 
5.8884366      280.39054     6.513 
6.0255959      291.59036     6.758 
6.16595      303.24759    7.0126 
6.3095734      315.38117    7.2772 
6.4565423      328.01087    7.5522 
6.6069345      341.15725    7.8379 
6.7608298      354.84176    8.1348 
6.9183097      369.08673    8.4435 
7.0794578      383.91544    8.7643 
7.2443596      399.35212    9.0977 
7.4131024      415.42206    9.4442 
7.5857758      432.15156    9.8044 
7.7624712      449.56807    10.179 
7.9432823      467.70015    10.568 
8.1283052      486.57759    10.973 
8.3176377      506.23142    11.393 
8.5113804      526.69397    11.831 
8.7096359      547.99893    12.285 
8.9125094      570.18141    12.758 
9.1201084      593.27798    13.249 
9.332543      617.32677     13.76 
9.5499259      642.36751    14.291 
9.7723722      668.44158    14.844 
10      695.59212    15.418 
10.23293      723.86408    16.015 
10.471285      753.30431    16.636 
10.715193      783.96162    17.281 
10.964782      815.88688    17.953 
11.220185       849.1331    18.651 
11.481536      883.75554    19.377 
11.748976      919.81178    20.132 
12.022644      957.36181    20.918 
12.302688      996.46817    21.735 
12.589254       1037.196    22.584 
12.882496      1079.6133    23.468 
13.182567      1123.7909    24.386 
13.489629      1169.8024    25.342 
13.803843      1217.7248    26.336 
14.125375      1267.6382    27.371 
14.454398      1319.6262    28.446 
14.791084      1373.7758    29.565 
15.135612      1430.1777    30.729 
15.488166      1488.9265     31.94 
15.848932      1550.1208    33.199 
16.218101      1613.8633     34.51 
16.595869      1680.2611    35.873 
16.982437      1749.4258    37.291 
17.378008      1821.4737    38.766 
17.782794      1896.5261    40.301 
18.197009      1974.7094    41.899 
18.620871      2056.1552     43.56 
19.054607      2141.0011    45.289 
19.498446        2229.39    47.088 
19.952623      2321.4712    48.959 
20.417379      2417.4002    50.907 
20.892961      2517.3392    52.933 
21.379621       2621.457    55.042 
21.877616        2729.93    57.236 
22.387211      2842.9418    59.519 
22.908677      2960.6836    61.895 
23.442288      3083.3552    64.368 
23.988329      3211.1646    66.941 
24.547089      3344.3285    69.619 
25.118864       3483.073    72.405 
25.703958      3627.6339    75.305 
26.30268      3778.2567    78.324 
26.915348      3935.1976    81.465 
27.542287      4098.7235    84.734 
28.183829      4269.1129    88.137 
28.840315      4446.6558    91.679 
29.512092      4631.6548    95.365 
30.199517      4824.4253    99.201 
30.902954       5025.296    103.19 
31.622777      5234.6097    107.35 
32.359366      5452.7238    111.68 
33.113112      5680.0109    116.18 
33.884416      5916.8594    120.87 
34.673685      6163.6742    125.75 
35.481339      6420.8776    130.83 
36.307805      6688.9098    136.12 
37.153523      6968.2297    141.62 
38.01894      7259.3158    147.35 
38.904514      7562.6671    153.32 
39.810717      7878.8036    159.53 
40.738028      8208.2678    165.99 
41.686938      8551.6251    172.73 
42.657952      8909.4651    179.73 
43.651583      9282.4024    187.03 
44.668359      9671.0781    194.62 
45.708819       10076.16    202.53 
46.773514      10498.346    210.77 
47.863009      10938.362    219.34 
48.977882      11396.966    228.27 
50.118723      11874.947    237.56 
51.286138      12373.129    247.24 
52.480746      12892.371    257.31 
53.70318      13433.569     267.8 
54.954087      13997.656    278.73 
56.234133      14585.606     290.1 
57.543994      15198.434    301.95 
58.884366        15837.2    314.28 
60.255959      16503.007    327.13 
61.6595      17197.005     340.5 
63.095734      17920.397    354.43 
64.565423      18674.433    368.94 
66.069345      19460.419    384.04 
67.608298      20279.716    399.77 
69.183097      21133.743    416.15 
70.794578      22023.981    433.21 
72.443596      22951.973    450.98 
74.131024      23919.329    469.48 
75.857758      24927.727    488.75 
77.624712      25978.918    508.82 
79.432823      27074.727    529.72 
